"ERP System","Payment_Term","Text",					
"PS1","0040","dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"PS1","0041","dans les 11 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0042","dans les 11 jours 3 % d'escompte dans les 27 jours 2 % d'escompte dans les 90 jours Net dû",								
"PS1","0043","dans les 27 jours 2 % d'escompte dans les 60 jours Net dû",								
"PS1","0044","dans les 11 jours 2 % d'escompte dans les 60 jours Net dû",								
"PS1","0045","dans les 20 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0047","dans les 14 jours 1,5 % d'escompte dans les 30 jours 1 % d'escompte dans les 60 jours Net dû",								
"PS1","9000","déjà payé",								
"PS1","BLOC","Payable immédiatement net dû",								
"PS1","IC01","Avant la fin du mois net dû",								
"PS1","IC02","Avant la fin du mois suivant net dû",								
"PS1","IC03","Avant la fin du mois dans 2 mois net dû",								
"PS1","IC04","Avant la fin du mois dans 3 mois net dû",								
"PS1","IC05","Avant la fin du mois dans 4 mois net dû",								
"PS1","IC06","Dû le 15 du 3e mois après facturation",								
"PS1","ICC","Payable immédiatement net dû",								
"PS1","Q019","SCF ORBIAN dans les 30 jours net dû",								
"PS1","Q025","SCF ORBIAN dans les 45 jours net dû",								
"PS1","Q026","SCF ORBIAN dans les 60 jours net dû",								
"PS1","Q029","SCF ORBIAN dans les 75 jours net dû",								
"PS1","Q034","SCF ORBIAN dans les 90 jours net dû",								
"PS1","Q035","SCF ORBIAN dans les 120 jours net dû",								
"PS1","Q038","SCF ORBIAN dans les 360 jours net dû",								
"PS1","ZMIG","valeurs migrées depuis le système source",								
"PT2","C105","net 105 jours",								
"PT2","C120","net 120 jours",								
"PT2","C133","Taux d'escompte égal à net 120 jours",								
"PT2","C150","net 150 jours",								
"PT2","C163","Taux d'escompte supérieur à net 120 jours",								
"PT2","C180","net 180 jours",								
"PT2","C600","Modalité minimum net 60 jours",								
"PT2","C612","Taux d'escompte égal à net 60 jours",								
"PT2","C613","Taux d'escompte supérieur à net 60 jours",								
"PT2","C615","Taux d'escompte 1 et 2 supérieurs à net 60 jours",								
"PT2","C632","Taux d'escompte supérieur à net 60 jours",								
"PT2","C633","Taux d'escompte supérieur à net 60 jours",								
"PT2","C750","net 75 jours",								
"PT2","C900","net 90 jours",								
"PT2","C913","Taux d'escompte égal à net 90 jours",								
"PT2","C915","Taux d'escompte 1 et 2 supérieurs à net 90 jours",								
"PT2","C932","Taux d'escompte égal à net 90 jours",								
"PT2","C933","Taux d'escompte supérieur à net 90 jours",								
"PT2","C935","Taux d'escompte supérieur à net 90 jours",								
"PT2","C963","Taux d'escompte supérieur à net 90 jours",								
"PT2","EAOP","Fin de la période d'exercice 60 jours",								
"PT2","IC03","Prélèvement auto fix ICC 15. M.+3",								
"PT2","ICU2","ICC - dû à la fin du mois suivant",								
"PT2","ICU3","ICC - dû + 2 mois",								
"PT2","ICU4","ICC - dû à + 4 mois",								
"PT2","ICUT","ICC - dû à la fin du mois courant",								
"PT2","P001","Dû sur réception",								
"PT2","P002","Paiement sur réception",								
"PT2","P003","Net 30 jours",								
"PT2","P004","Net 45 jours",								
"PT2","P005","Net 50 jours",								
"PT2","P006","Net 55 jours",								
"PT2","P007","Net 60 jours",								
"PT2","P008","Lettre de crédit",								
"PT2","P009","Paiement avant l'expédition",								
"PT2","P010","50 % sur commande 50 % avant l'expédition",								
"PT2","P011","Paiements progressifs - net dû 30",								
"PT2","P012","Document traite à vue sur",								
"PT2","P013","Voir ci-dessous",								
"PT2","P014","100 % sur commande",								
"PT2","P015","Sans frais",								
"PT2","P016","Net 10 jours",								
"PT2","P017","50 % sur commande - 50 % à l'expédition",								
"PT2","P018","Carte de crédit",								
"PT2","P019","Compensation ICC",								
"PT2","P021","Net 15 jours",								
"PT2","P022","3 % d'escompte 10 jours - net 30",								
"PT2","P023","Net 90 jours",								
"PT2","P024","2 % d'escompte 10 jours - net 30",								
"PT2","P025","2 % d'escompte 20 jours - net 30",								
"PT2","P026","2 % d'escompte 20 jours - net 60",								
"PT2","P027","Net 7 jours",								
"PT2","P20","1 % d'escompte 10 jours - net 30",								
"PTC","0001","Payable immédiatement Net dû",								
"PTC","0002","dans les 8 jours Net dû",								
"PTC","0003","dans les 10 jours Net dû",								
"PTC","0004","dans les 14 jours, Net dû",								
"PTC","0005","dans les 30 jours Net dû",								
"PTC","0006","dans les 45 jours Net dû",								
"PTC","0007","dans les 60 jours Net dû",								
"PTC","0008","dans les 90 jours Net dû",								
"PTC","0009","dans les 20 jours Net dû",								
"PTC","0010","dans les 21 jours Net dû",								
"PTC","0011","dans les 120 jours Net dû",								
"PTC","0014","dans les 8 jours 2 % d'escompte dans les 14 jours Net dû",								
"PTC","0015","dans les 8 jours 2 % d'escompte dans les 30 jours Net dû",								
"PTC","0016","dans les 10 jours 2 % d'escompte dans les 30 jours Net dû",								
"PTC","0018","dans les 14 jours 2 % d'escompte dans les 30 jours Net dû",								
"PTC","0019","dans les 14 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","0020","dans les 14 jours 2 % d'escompte dans les 90 jours Net dû",								
"PTC","0021","dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","0022","dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"PTC","0025","dans les 10 jours 3 % d'escompte dans les 15 jours 2 % d'escompte dans les 30 jours Net dû",								
"PTC","0027","dans les 8 jours 3 % d'escompte dans les 30 jours Net dû",								
"PTC","0028","dans les 10 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","0030","dans les 10 jours 3 % d'escompte dans les 30 jours Net dû",								
"PTC","0032","dans les 14 jours 3 % d'escompte dans les 30 jours Net dû",								
"PTC","0033","dans les 14 jours 3 % d'escompte dans les 45 jours Net dû",								
"PTC","0034","dans les 14 jours 3 % d'escompte dans les 60 jours Net dû",								
"PTC","0035","dans les 14 jours 3 % d'escompte dans les 90 jours Net dû",								
"PTC","0036","dans 15 jours, 3 % d'escompte dans les 60 jours, Net dû",								
"PTC","0037","dans les 30 jours 3 % d'escompte dans les 60 jours Net dû",								
"PTC","0038","dans les 30 jours 3 % d'escompte dans les 90 jours Net dû",								
"PTC","0039","dans les 10 jours 3 % d'escompte dans les 90 jours Net dû",								
"PTC","0040","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","0043","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"PTC","0046","Avant le 15 du mois suivant 		 2 % d'escompte Â Â Â dans les 60 jours Net dû",						
"PTC","0047","Avant le 15 du mois suivant 		 2 % d'escompte dans les 90 jours Net dû",						
"PTC","0048","Avant le 15 du mois suivant 		 3 % d'escompte dans les 60 jours Net dû ",						
"PTC","0049","Avant le 15 du mois suivant 		 3 % d'escompte dans les 90 jours Net dû ",						
"PTC","0060","dans les 14 jours 4 % d'escompte dans les 30 jours Net dû",								
"PTC","0080","Paiement contre documents",								
"PTC","0081","contre facturation",								
"PTC","0082","1/3 sur confirm. de commande	 2/3 30 j à la livraison",							
"PTC","0083","30 % d’acompte.	 70 % à la livraison",							
"PTC","0084","Payable immédiatement prélèvement automatique bancaire de 5 %",								
"PTC","0085","Dans les 10 jours 2 % d'escompte	net 60 j sur fact/récept Â Â Â",							
"PTC","0086","Dans les 10 jours 3 % d'escompte	net 60 j sur fact/récept Â Â Â",							
"PTC","0087","Dans les 14 jours 3 % d'escompte	net 40 j sur fact/récept Â Â Â",							
"PTC","0088","Dans les 14 jours 3 % d'escompte	45 j net sur fact/récept Â Â Â",							
"PTC","0089","Dans les 14 j 3 %	30 j 2 %	net 90 j sur fact/récept Â Â Â",						
"PTC","0090","Avant le 15 du mois suivant sur fact/récept	 net 30 j Â Â Â",							
"PTC","0091","Avant le 15 du mois suivant sur fact/récept 2 %	60 j Â Â Â",							
"PTC","0092","Avant le 15 du mois suivant sur fact/récept 2 %	90 j Â Â Â",							
"PTC","0093","Avant le 15 du mois suivant sur fact/récept 3 %	60 j Â Â Â",							
"PTC","0094","Avant le 15 du mois suivant sur fact/récept 3 %	90 j Â Â Â",							
"PTC","0095","30 % sur commande, 70 % net	 30 jours à la livraison",							
"PTC","0096","Dans les 14 jours 2 % d'escompte	net 90 j sur fact/récept Â Â Â",							
"PTC","0100","dans les 30 jours 1 % d'escompte",								
"PTC","0101","dans les 15 jours 1 % d'escompte",								
"PTC","C105","dans les 105 jours Net dû",								
"PTC","C120","dans les 120 jours Net dû",								
"PTC","C121","dans les 120 jours Net dû",								
"PTC","C133","dans les 30 jours 3 % d'escompte dans les 120 jours Net dû",								
"PTC","C150","dans les 150 jours Net dû",								
"PTC","C163","dans les 60 jours 3 % d'escompte dans les 120 jours Net dû",								
"PTC","C180","dans les 180 jours Net dû",								
"PTC","C600","dans les 60 jours Net dû",								
"PTC","C601","dans les 60 jours Net dû",								
"PTC","C612","dans les 14 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","C613","dans les 14 jours 3 % d'escompte dans les 60 jours Net dû",								
"PTC","C615","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","C632","dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","C633","dans les 30 jours 3 % d'escompte dans les 60 jours Net dû",								
"PTC","C750","dans les 75 jours, Net dû",								
"PTC","C900","dans les 90 jours Net dû",								
"PTC","C901","dans les 90 jours Net dû",								
"PTC","C913","dans les 14 jours 3 % d'escompte dans les 90 jours Net dû",								
"PTC","C915","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"PTC","C932","dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"PTC","C933","dans les 30 jours 3 % d'escompte dans les 90 jours Net dû",								
"PTC","C935","dans les 30 jours 3 % d'escompte dans les 60 jours 2 % d'escompte dans les 90 jours Net dû",								
"PTC","C963","dans les 60 jours 3 % d'escompte dans les 90 jours Net dû",								
"PTC","IC15","Fix ICC le 15 + 1 mois",								
"PTC","IC30","Fix ICC le 31 + 1 mois",								
"PTC","IC60","Payable immédiatement Net dû date de référence à la fin dans 2 mois"								
"PTC","IC90","15e des données de facturation + 3 mois",								
"PTC","ICUT","ICC Ultimo standard",								
"PTC","Q090","ORBIAN dû net 90 jours",								
"PTC","Z009","dans les 10 jours 0,5 % d'escompte dans les 30 jours Net dû",								
"PTC","Z010","dans les 30 jours 1 % d'escompte dans les 45 jours Net dû",								
"PTC","Z014","dans les 14 jours 1 % d'escompte au plus dans les 30 jours net dû",								
"PTC","Z035","dans les 35 jours Net dû",								
"PTC","Z045","dans les 10 jours 2 % d'escompte dans les 45 jours Net dû",								
"PTC","Z052","dans les 52 jours, Net dû",								
"PTC","Z060","dans les 45 jours 1 % d'escompte dans les 60 jours Net dû",								
"PTC","Z100","100 % net 75 jours après la livraison",								
"PTC","Z101","Paiement anticipé de 20 %, 80 % net 30 jours",								
"PTC","Z102","Paiement anticipé 100 %",								
"PTC","Z103","Paiement anticipé de 30 %, 70 % avant l'expédition",								
"PTC","Z104","90 % net 30 jours après la livraison, 10 % HB",								
"PTC","Z105","dans 15 jours, 2,5 % d'escompte dans les 90 jours Net dû",								
"PTC","Z106","85 % net 30 jours après la livraison, 15 % HB",								
"PTC","Z107","dans les 10 jours 1 % d'escompte dans les 30 jours Net dû",								
"PTC","Z108","Paiement anticipé de 35 %, 65 % avant l'expédition",								
"PTC","Z109","Paiement anticipé de 50 %, 50% avant l'expédition",								
"PTC","Z110","10 % récept comm 30 % approb 60 % avant expéd",								
"PTC","Z111","Paiement anticipé de 70 %, 30 % net 90 jours livraison FCA",								
"PTC","Z112","Paiement anticipé de 80 %, 20 % net 30 jours livraison FCA",								
"PTC","Z113","2 % d'escompte dans les 20 jours, net dans les 75 jours",								
"PTC","Z114","Paiement anticipé de 30 %, 70% dans les 60 jours",								
"PTC","Z260","dans les 45 jours 2 % d'escompte dans les 60 jours Net dû",								
"PTC","Z280","dans les 10 jours 1,5 % d'escompte dans les 60 jours Net dû",								
"RBP","0000","Net à la date spécifiée",								
"RBP","0001","Payable immédiatement net dû",								
"RBP","0002","dans les 14 jours 2 % d'escompte dans les 30 jours Net dû",								
"RBP","0003","dans les 14 jours 3 % d'escompte dans les 20 jours 2 % d'escompte dans les 30 jours Net dû",								
"RBP","0004","Date de référence à la fin du mois",								
"RBP","0005","Date de référence le 10 du mois suivant",								
"RBP","0006","Avant la fin du mois 4 % d'escompte Avant le 15 du mois suivant 		 2 % d'escompte Avant 15 dans 2 mois, Net dû ",						
"RBP","0007","Pour les factures entrantes jusqu’au 15 du mois Avant le 15 dans 2 mois Net dû",								
"RBP","0008","Pour les factures entrantes jusqu'au 15 du mois Date de référence le 15 du mois suivant",								
"RBP","0009","Payable en 3 montants partiels - versement 1 : 30,000% avec modalités de paiement 0001 - versement 2 : 40,000% avec modalités de paiement 0001 - versement 3 : 30,000 % avec modalités de paiement 0001",								
"RBP","A000","100 % payable à l'avance avant la livraison",								
"RBP","A006","50% d'acompte",								
"RBP","A009","Paiement anticipé de 20 % dans les 30 jours de la date de facturation",								
"RBP","A060","Paiement anticipé de 4 % dans les 60 jours de la date de facturation",								
"RBP","A603","Facture finale 10 % - 60 jours",								
"RBP","D003","20 jours 2 %, net 50 jours",								
"RBP","D037","1,5 % d'escompte dans 20 jours ou net 30 jours",								
"RBP","D60","prochain 1er du mois après 60 jours",								
"RBP","D75","prochain 1er du mois après 75 jours",								
"RBP","E001","Payable immédiatement Net dû",								
"RBP","E002","dans les 10 jours 3 % d'escompte",								
"RBP","E003","10 jours 3 %, 30 jours Net dû",								
"RBP","E004","7 jours 2 %, net 14 jours",								
"RBP","E005","0 jour 2 % net 10 jours",								
"RBP","E006","7 jours 2 % net 30 jours",								
"RBP","E007","7 jours 2 % net 14 jours",								
"RBP","E008","8 jours 2 % net 14 jours",								
"RBP","E009","net 90 jours",								
"RBP","E010","21 jours 3 % net 30 jours",								
"RBP","E011","30 jours 2 % net 40 jours",								
"RBP","E012","10 jours 3 % net 20 jours",								
"RBP","E013","20 jours 4 % net 60 jours",								
"RBP","E014","20 j 3 % 30 j 2 % 90 net",								
"RBP","E015","21 jours 5 % net 30 jours",								
"RBP","E016","30 jours 2 % net 60 jours",								
"RBP","E017","net 30 jours",								
"RBP","E018","10 jours 3 % net 30 jours",								
"RBP","E019","7 jours 2 % net 14 jours",								
"RBP","E020","14 j 3 % 30 j 2 % 60 net",								
"RBP","E021","14 jours 3 % net 60 jours",								
"RBP","E022","14 jours 2 %",								
"RBP","E023","7 jours 3 % net 30 jours",								
"RBP","E024","14 jours 3 % net 90 jours",								
"RBP","E025","14 j 3 % 21 j 2 % 90 net",								
"RBP","E026","14 j 3 % 30 j 2 % 90 net",								
"RBP","E027","30 d 1 % 31 net",								
"RBP","E028","12 j 2 % 35 net",								
"RBP","E029","6 j 3 % 14 j 2 % 30 net",								
"RBP","E030","10 jours 3,5 % net 30 jours",								
"RBP","E031","15 jours 3 %, 30 jours 1,5 %, net 60 jours",								
"RBP","E032","7 jours 10 % dans les 30 jours net",								
"RBP","E033","14 jours 3 % dans les 30 jours Net dû",								
"RBP","E034","30 jours 2 % net 31 jours",								
"RBP","E035","30 jours 3 % net 60 jours",								
"RBP","E036","30 jours 3 % net 45 jours",								
"RBP","EF10","Net 13 jours",								
"RBP","EF15","TÉF net 15 jours + 3",								
"RBP","EF30","Net 33 jours",								
"RBP","EF45","TÉF net 45 jours + 3",								
"RBP","EF60","net 60 jours",								
"RBP","EFT","Net 58 jours",								
"RBP","H001","30 jours 1 %, net 31 jours",								
"RBP","H002","18 jours 3 %, net 30 jours",								
"RBP","H003","14 jours 3 %, 30 jours 2 %, net 90 jours",								
"RBP","H004","12 jours 2 %, net 35 jours",								
"RBP","H005","10 jours 3,5 %, 30 net",								
"RBP","I030","1 j après la fin du mois suivant net",								
"RBP","I031","Payable à la fin du 1er mois suivant le mois de facturation",								
"RBP","I045","Fin du mois + 45",								
"RBP","I060","1 j après la fin du 2e m net",								
"RBP","I075","Fin du mois + 75",								
"RBP","I150","Fin du mois + 150",								
"RBP","IC15","Recouvrement ICC 15 + 1 mois",								
"RBP","IC30","Recouvrement ICC 30 + 1 mois",								
"RBP","IC60","Recouvrement ICC 30 + 2 mois",								
"RBP","IC90","ICC 15e date de fact + 3 mois",								
"RBP","ICUT","Recouvrement ICC fin du mois",								
"RBP","L05","Date de référence le 5 du mois suivant",								
"RBP","L08","Date de référence le 8 du mois suivant",								
"RBP","L1","Dû à la fin du mois de la date de facturation",								
"RBP","L10","Date de référence le 10 du mois suivant",								
"RBP","L100","Payable 100 jours à compter de la date limite du mois de facturation.",								
"RBP","L120","Payable 120 jours à compter de la date limite du mois de facturation.",								
"RBP","L14","Date de référence le 14 du mois suivant",								
"RBP","L15","Date de référence le 15 du mois suivant",								
"RBP","L20","Date de référence le 20 du mois suivant",								
"RBP","L25","Date de référence le 25 du mois suivant",								
"RBP","L30","Payable 30 jours à compter de la date limite du mois de facturation.",								
"RBP","L31","dans les 8 jours 1 % d'escompte dans les 30 jours net dû Date de référence à la fin du mois",								
"RBP","L32","dans les 8 jours 1,25 % d'escompte dans les 30 jours Date net dû Date de référence à la fin du mois",								
"RBP","L33","dans les 8 jours 1,5 % d'escompte dans les 30 jours net dû Date de référence à la fin du mois",								
"RBP","L34","dans les 8 jours 2 % d'escompte dans les 30 jours net dû Date de référence à la fin du mois",								
"RBP","L35","dans les 8 jours 0,5 % d’escompte dans les 30 jours net dû Date de référence à la fin du mois",								
"RBP","L36","À la fin du mois 14 jours - 1 %, net 30 jours",								
"RBP","L38","Fin du mois suivant 8 jours - 1 %",								
"RBP","L40","dans les 40 jours net dû Date de référence à la fin du mois",								
"RBP","L45","Payable 45 jours à compter de la date limite du mois de facturation.",								
"RBP","L50","dans les 50 jours net dû Date de référence à la fin du mois",								
"RBP","L60","Payable 60 jours à compter de la date limite du mois de facturation.",								
"RBP","L75","À la fin du mois + 75 jours",								
"RBP","L90","Payable 90 jours à compter de la date limite du mois de facturation.",								
"RBP","LB2","dans les 10 jours 2 % d'escompte dans les 30 jours net dû Date  de référence à la fin du mois",								
"RBP","LB3","12 dg-0,5 %, – net 30								
"RBP","LB4","15 dg-0,5 %, LB30 (fin du mois courant plus 30)",								
"RBP","M105","105 jours, payable le 15 du mois",								
"RBP","M120","120 jours, payable le 15 du mois",								
"RBP","M15","15 jours, payable le 15 du mois",								
"RBP","M30","30 jours, payable le 15 du mois",								
"RBP","M45","45 jours, payable le 15 du mois",								
"RBP","M55","55 jours, payable le 15 du mois",								
"RBP","M60","60 jours, payable le 15 du mois",								
"RBP","M75","75 jours, payable le 15 du mois",								
"RBP","M90","90 jours, payable le 15 du mois",								
"RBP","N01","Payable immédiatement net dû",								
"RBP","N015","Net 15 jours",								
"RBP","N02","100 % par la banque (entrer date de référence par utilisateur)",								
"RBP","N03","Payable dans les 30 jours suivant la date d'affichage",								
"RBP","N030","Net 30 jours",								
"RBP","N05","dans les 5 jours Net dû",								
"RBP","N07","dans les 7 jours Net dû",								
"RBP","N08","dans les 8 jours, Net dû",								
"RBP","N10","dans les 10 jours, Net dû",								
"RBP","N10A","Dans les 10 jours suivant la réception de la facture",								
"RBP","N12","dans les 12 jours Net dû",								
"RBP","N120","Dans les 120 jours suivant la réception de la facture",								
"RBP","N14","dans les 14 jours Net dû",								
"RBP","N15","dans les 15 jours Net dû",								
"RBP","N150","OBSOLÈTE! Fin du mois + 150 ",								
"RBP","N180","Payable net dû dans 180 jours",								
"RBP","N20","dans les 20 jours Net dû",								
"RBP","N20A","Dans les 20 jours suivant la réception de la facture",								
"RBP","N21","Payable net dû dans 21 jours",								
"RBP","N210","Net 210 jours",								
"RBP","N25","dans les 25 jours Net dû",								
"RBP","N28","dans les 28 jours, Net dû",								
"RBP","N30","dans les 30 jours, Net dû",								
"RBP","N30A","Dans les 30 jours suivant la réception de la facture",								
"RBP","N31","dans les 8 jours 1 % d'escompte dans les 30 jours Net dû",								
"RBP","N32","dans les 8 jours 0,5 % d'escompte dans les 30 jours Net dû",								
"RBP","N45","Payable net dû dans les 45 jours à compter de la date de facturation",								
"RBP","N45X","45 jours + jours restants jusqu'à la fin du mois + 5 jours",								
"RBP","N55","dans les 55 jours Net dû",								
"RBP","N60","Payable net dû dans les 60 jours à compter de la date de facturation",								
"RBP","N60A","Dans les 60 jours suivant la réception de la facture",								
"RBP","N75","Payable net dû dans les 75 jours à compter de la date de facturation.",								
"RBP","N90","Payable net dû dans les 90 jours à compter de la date de facturation."								
"RBP","NLC","Payable immédiatement par lettre de crédit",								
"RBP","NT30","dans les 30 jours 2 % d'escompte",								
"RBP","NT75","Dans les 75 jours, 30 jours civils, 2 % d'escompte	",
"RBP","Q045","Orbian net 45 jours",							
"RBP","Q060","Orbian net 60 jours",								
"RBP","Q090","Orbian net 90 jours",								
"RBP","Q10M","Orbian : 105 jours, payable le 15 du mois",								
"RBP","Q120","Orbian net 120 jours",								
"RBP","Q12M","Orbian : 120 jours, payable le 15 du mois",								
"RBP","Q135","Orbian net 135 jours",								
"RBP","Q13M","Orbian : 135 jours, payable le 15 du mois",								
"RBP","Q15M","Orbian : 150 jours, payable le 15 du mois",								
"RBP","Q30E","Orbian : fin du mois + 30 jours",								
"RBP","Q45M","Orbian : 45 jours, payable le 15 du mois",								
"RBP","Q60","ORBIAN : 1er du mois suivant après 59 jours",								
"RBP","Q60E","Orbian : fin du mois + 60 jours",								
"RBP","Q60M","Orbian : 60 jours, payable le 15 du mois",								
"RBP","Q75","Orbian : 1er du mois suivant après 74 jours",								
"RBP","Q75M","Orbian : 75 jours, payable le 15 du mois",								
"RBP","Q90","Orbian : 1er du mois suivant après 89 jours",								
"RBP","Q90E","Orbian : fin du mois + 90 jours",								
"RBP","Q90M","Orbian : 90 jours, payable le 15 du mois",								
"RBP","STND","Net 55 jours",								
"RBP","T10","LB10-2 % / LBmd 30",								
"RBP","T11","10 dg -3 % - LBmd 11",								
"RBP","T12","LB10-3 % / LBmd 30",								
"RBP","T13","LB10 -3 %",								
"RBP","T14","LB20 -1 %",								
"RBP","T15","LB30 - 2 %",								
"RBP","T16","8 dg-0,5 %, LB + 1 mois",								
"RBP","T17","8 dg-1 %, LB + 1 mois",								
"RBP","T18","8 dg - 1 %",								
"RBP","T19","8 dg-1,5 %, LB + 1 mois",								
"RBP","T20","8 dg - 1,5 % - 30 net.",								
"RBP","T21","8 dg-2 %, LB + 1 mois",								
"RBP","T22","8 dg - 2 % net 15",								
"RBP","T23","8 dg - 2 % net 20",								
"RBP","T24","8 dg - 2 % net 30",								
"RBP","T25","8 dg-5 %, LB + 1 mois",								
"RBP","T26","8 dg-0,75 %, LB + 1 mois",								
"RBP","T27","10 dg-2 %, LB + 1 mois",								
"RBP","T28","10 dg - 2 %",								
"RBP","T29","10 dg - 2 % - net 30",								
"RBP","T30","10 dg-3 %, LB + 1 mois",								
"RBP","T31","14dg -2% - net 30",								
"RBP","T32","14 dg-3 %, LB + 2 mois",								
"RBP","T33","14 dg - 3 % - net 30",								
"RBP","T34","30 dg - 2 % - net 45",								
"RBP","T35","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"RBP","T36","dans les 30 jours 3 % d'escompte dans les 90 jours Net dû",								
"RBP","T37","Avant le 30 du mois Net dû",								
"RBP","T38","Dans les 30 jours, 2 % d'escompte, dans les 90 jours Net dû",								
"RBP","ZN07","Payable net dû dans 7 jours ouvrables (~9 jours)",								
"RBP","ZN21","Payable net dû dans 21 jours ouvrables (~30 jours)",								
