"ERP System","Payment_Term","Text",
"RBP","L40","within 40 days Due net Baseline date on End of the month",
"RBP","L45","Payable 45 days from final date of invoice month.",
"RBP","L50","within 50 days Due net Baseline date on End of the month",
"RBP","L60","Payable 60 days from final date of invoice month.",
"RBP","L75","As end of month + 75 days",
"RBP","L90","Payable 90 days from final date of invoice month.",
"RBP","LB2","within 10 days 2 % cash discount within 30 days Due net Baseline date on End of the month",
"RBP","LB3","12 dg-0.5%, net 30",
"RBP","LB4","15 dg-0.5%, LB30 (Current month end plus 30)",
"RBP","M105","105 days, payable on the 15th of the monh",
"RBP","M120","120 days, payable on the 15th of the monh",
"RBP","M15","15 days, payable on the 15th of the month",
"RBP","M30","30 days, payable on the 15th of the month",
"RBP","M45","45 days, payable on the 15th of the month",
"RBP","M55","55 days, payable on the 15th of the month",
"RBP","M60","60 days, payable on the 15th of the month",
"RBP","M75","75 days, payable on the 15th of the month",
"RBP","M90","90 days, payable on the 15th of the month",
"RBP","N01","Payable immediately Due net",
"RBP","N015","Net 15 Days",
"RBP","N02","100% THRU BANK (enter baseline date by user)",
"RBP","N03","Payable within 30 days from posting date",
"RBP","N030","Net 30 Days",
"RBP","N05","within 5 days Due net",
"RBP","N07","within 7 days Due net",
"RBP","N08","within 8 days Due net",
"RBP","N10","within 10 days Due net",
"RBP","N10A","Within 10 days of the receipt of the invoice",
"RBP","N12","within 12 days Due net",
"RBP","N120","Within 120 days of the receipt of the invoice",
"RBP","N14","within 14 days Due net",
"RBP","N15","within 15 days Due net",
"RBP","N150","OBSOLETE! End of the month+150",
"RBP","N180","Payable Due net in 180 days",
"RBP","N20","within 20 days Due net",
"RBP","N20A","Within 20 days of the receipt of the invoice",
"RBP","N21","Payable Due net in 21 days",
"RBP","N210","210 days net",
"RBP","N25","within 25 days Due net",
"RBP","N28","within 28 days Due net",
"RBP","N30","within 30 days Due net",
"RBP","N30A","Within 30 days of the receipt of the invoice",
"RBP","N31","within 8 days 1 % cash discount within 30 days Due net",
"RBP","N32","within 8 days 0.5 % cash discount within 30 days Due net",
"RBP","N45","Payable Due net in 45 days from invoice date",
"RBP","N45X","45 days + rest days until end of month + 5 days",
"RBP","N55","within 55 days Due net",
"RBP","N60","Payable Due net in 60 days from invoice date",
"RBP","N60A","Within 60 days of the receipt of the invoice",
"RBP","N75","Payable Due net in 75 days from invoice date.",
"RBP","N90","Payable Due net in 90 days from invoice date.",
"RBP","NLC","Payable immediately by L/C",
"RBP","NT30","within 30 days 2 % cash discount",
"RBP","NT75","Within 75 days net, 30 calendar days 2% discount;",
"RBP","Q045","Orbian 45 days net",
"RBP","Q060","Orbian 60 days net",
"RBP","Q090","Orbian 90 days net",
"RBP","Q10M","Orbian: 105 days, payable on the 15th of the month",
"RBP","Q120","Orbian 120 days net",
"RBP","Q12M","Orbian: 120 days, payable on the 15th of the month",
"RBP","Q135","Orbian 135 days net",
"RBP","Q13M","Orbian: 135 days, payable on the 15th of the month",
"RBP","Q15M","Orbian: 150 days, payable on the 15th of the month",
"RBP","Q30E","Orbian: end of month + 30 days",
"RBP","Q45M","Orbian: 45 days, payable on the 15th of the month",
"RBP","Q60","ORBIAN: next 1st of month after 59 days",
"RBP","Q60E","Orbian: end of month + 60 days",
"RBP","Q60M","Orbian: 60 days, payable on the 15th of the month",
"RBP","Q75","Orbian: next 1st of month after 74 days",
"RBP","Q75M","Orbian: 75 days, payable on the 15th of the month",
"RBP","Q90","Orbian: next 1st of month after 89 days",
"RBP","Q90E","Orbian: end of month + 90 days",
"RBP","Q90M","Orbian: 90 days, payable on the 15th of the month",
"RBP","STND","Net 55 Days",
"RBP","T10","LB10-2% / LBmd30",
"RBP","T11","10 dg -3% - LBmd11",
"RBP","T12","LB10-3%/ LBmd30",
0"RBP","T13","LB10 -3%",
"R08BP","T14","LB20 -1%",
"RBP","T15","LB30 - 2%",
"RBP","T16","8 dg-0.5%,LB+1måned",
"RBP","T17","8 dg-1%,LB+1måned",
"RBP","T18","8 dg - 1%",
"RBP","T19","8 dg-1.5%,LB+1måned",
"RBP","T20","8 dg - 1,5% - 30 net.",
"RBP","T21","8 dg-2%,LB+1måned",
"RBP","T22","8 dg - 2% net 15",
"RBP","T23","8 dg - 2% net 20",
"RBP","T24","8 dg - 2% net 30",
"RBP","T25","8 dg-5%,LB+1måned",
"RBP","T26","8 dg-0.75%,LB+1måned",
"RBP","T27","10 dg-2%,LB+1måned",
"RBP","T28","10 dg - 2%",
"RBP","T29","10 dg - 2% -nt30",
"RBP","T30","10 dg-3%,LB+1måned",
"RBP","T31","14dg -2% - nt30",
"RBP","T32","14 dg-3%,LB+2måneder",
"RBP","T33","14 dg - 3% - nt30",
"RBP","T34","30 dg - 2% - nt45",
"RBP","T35","within 14 days 3 % cash discount within 30 days 2 % cash discount within 90 days Due net",
"RBP","T36","within 30 days 3 % cash discount within 90 days Due net",
"RBP","T37","Before 30 of the month Due net",
"RBP","T38","Within 30 days 2% cash disc,within 90 days Due net",
"RBP","ZN07","Payable Due net in 7 business days (~9 days)",
"RBP","ZN21","Payable Due net in 21 business days (~30 days)",
